timestamp,id_equipo,t_ambiente_C,t_interior_C,delta_t_cond_C,eta_compresor,cop,temp_descarga_C,trabajo_kW,calor_extraido_kW,calidad_evap,estado
2025-12-21 11:06:33,CAMARA_01_CARNES,9.2,-18.2,15.0,0.753,3.74,41.3,4.952,18.526,0.27,NORMAL
2025-12-21 11:06:33,CAMARA_02_LACTEOS,9.2,3.6,15.0,0.734,9.09,31.5,1.475,13.401,0.143,NORMAL
2025-12-21 11:06:33,CAMARA_03_VERDURAS,9.2,4.0,15.0,0.76,9.41,30.9,1.424,13.401,0.143,NORMAL
2025-12-21 12:06:33,CAMARA_01_CARNES,16.0,-17.8,15.0,0.769,3.15,48.8,5.512,17.354,0.316,NORMAL
2025-12-21 12:06:33,CAMARA_02_LACTEOS,16.0,3.8,15.0,0.751,6.7,39.7,1.884,12.62,0.193,NORMAL
2025-12-21 12:06:33,CAMARA_03_VERDURAS,16.0,4.1,19.8,0.75,5.51,45.7,2.19,12.055,0.229,NORMAL
2025-12-21 13:06:33,CAMARA_01_CARNES,14.5,-17.6,15.0,0.749,3.19,48.2,5.515,17.615,0.306,NORMAL
2025-12-21 13:06:33,CAMARA_02_LACTEOS,14.5,4.0,15.0,0.724,6.89,38.7,1.856,12.794,0.182,NORMAL
2025-12-21 13:06:33,CAMARA_03_VERDURAS,14.5,4.3,15.0,0.76,7.24,37.6,1.768,12.794,0.182,NORMAL
2025-12-21 14:06:33,CAMARA_01_CARNES,15.0,-17.8,15.0,0.77,3.24,47.5,5.412,17.528,0.31,NORMAL
2025-12-21 14:06:33,CAMARA_02_LACTEOS,15.0,4.3,15.0,0.729,6.79,39.1,1.876,12.736,0.186,NORMAL
2025-12-21 14:06:33,CAMARA_03_VERDURAS,15.0,4.2,15.0,0.733,6.83,39.0,1.866,12.736,0.186,NORMAL
2025-12-21 15:06:33,CAMARA_01_CARNES,15.6,-17.8,15.0,0.763,3.16,48.6,5.516,17.424,0.314,NORMAL
2025-12-21 15:06:33,CAMARA_02_LACTEOS,15.6,3.7,15.0,0.733,6.65,39.8,1.906,12.666,0.19,NORMAL
2025-12-21 15:06:33,CAMARA_03_VERDURAS,15.6,4.4,15.0,0.768,6.96,38.7,1.819,12.666,0.19,NORMAL
2025-12-21 16:06:33,CAMARA_01_CARNES,13.1,-17.7,15.0,0.768,3.4,45.3,5.244,17.857,0.297,NORMAL
2025-12-21 16:06:33,CAMARA_02_LACTEOS,13.1,4.2,15.0,0.757,7.69,35.9,1.685,12.955,0.172,NORMAL
2025-12-21 16:06:33,CAMARA_03_VERDURAS,13.1,4.1,15.0,0.742,7.54,36.3,1.718,12.955,0.172,NORMAL
2025-12-21 17:06:33,CAMARA_01_CARNES,15.4,-18.1,15.0,0.729,3.03,50.5,5.755,17.458,0.312,NORMAL
2025-12-21 17:06:33,CAMARA_02_LACTEOS,15.4,4.2,15.0,0.723,6.62,39.8,1.917,12.689,0.189,NORMAL
2025-12-21 17:06:33,CAMARA_03_VERDURAS,15.4,3.8,15.0,0.72,6.59,39.9,1.925,12.689,0.189,NORMAL
2025-12-21 18:06:33,CAMARA_01_CARNES,13.9,-18.2,15.0,0.732,3.17,48.5,5.581,17.718,0.302,NORMAL
2025-12-21 18:06:33,CAMARA_02_LACTEOS,13.9,4.1,15.0,0.739,7.23,37.5,1.779,12.863,0.178,NORMAL
2025-12-21 18:06:33,CAMARA_03_VERDURAS,13.9,4.0,15.0,0.729,7.14,37.7,1.802,12.863,0.178,NORMAL
2025-12-21 19:06:33,CAMARA_01_CARNES,13.0,-18.3,15.0,0.742,3.3,46.7,5.417,17.874,0.296,NORMAL
2025-12-21 19:06:33,CAMARA_02_LACTEOS,13.0,3.7,20.4,0.756,6.09,42.6,2.026,12.335,0.211,ADVERTENCIA
2025-12-21 19:06:33,CAMARA_03_VERDURAS,13.0,4.3,15.0,0.769,7.85,35.5,1.652,12.966,0.171,NORMAL
2025-12-21 20:06:33,CAMARA_01_CARNES,12.7,-18.0,15.0,0.736,3.3,46.7,5.425,17.926,0.294,NORMAL
2025-12-21 20:06:33,CAMARA_02_LACTEOS,12.7,4.1,15.0,0.74,7.66,35.9,1.698,13.001,0.169,NORMAL
2025-12-21 20:06:33,CAMARA_03_VERDURAS,12.7,3.8,17.2,0.747,6.99,38.5,1.823,12.747,0.185,NORMAL
2025-12-21 21:06:33,CAMARA_01_CARNES,14.8,-18.3,16.3,0.732,2.99,51.2,5.801,17.345,0.317,NORMAL
2025-12-21 21:06:33,CAMARA_02_LACTEOS,14.8,3.9,15.0,0.73,6.86,38.8,1.859,12.759,0.184,NORMAL
2025-12-21 21:06:33,CAMARA_03_VERDURAS,14.8,4.0,16.1,0.736,6.58,40.1,1.919,12.626,0.193,NORMAL
2025-12-21 22:06:33,CAMARA_01_CARNES,13.9,-18.5,15.0,0.767,3.33,46.4,5.327,17.718,0.302,NORMAL
2025-12-21 22:06:33,CAMARA_02_LACTEOS,13.9,4.0,15.0,0.764,7.48,36.7,1.72,12.863,0.178,NORMAL
2025-12-21 22:06:33,CAMARA_03_VERDURAS,13.9,3.5,15.0,0.756,7.4,37.0,1.739,12.863,0.178,NORMAL
2025-12-21 23:06:33,CAMARA_01_CARNES,10.5,-18.0,15.0,0.749,3.58,43.2,5.11,18.303,0.279,NORMAL
2025-12-21 23:06:33,CAMARA_02_LACTEOS,10.5,3.6,15.0,0.756,8.73,32.7,1.518,13.253,0.153,NORMAL
2025-12-21 23:06:33,CAMARA_03_VERDURAS,10.5,3.6,15.0,0.767,8.86,32.4,1.496,13.253,0.153,NORMAL
2025-12-22 00:06:33,CAMARA_01_CARNES,10.2,-17.8,15.0,0.729,3.52,44.0,5.218,18.355,0.277,NORMAL
2025-12-22 00:06:33,CAMARA_02_LACTEOS,10.2,3.8,15.0,0.757,8.88,32.3,1.497,13.287,0.151,NORMAL
2025-12-22 00:06:33,CAMARA_03_VERDURAS,10.2,3.7,15.0,0.724,8.49,33.1,1.565,13.287,0.151,NORMAL
2025-12-22 01:06:33,CAMARA_01_CARNES,9.8,-18.5,15.0,0.735,3.58,43.1,5.14,18.423,0.274,NORMAL
2025-12-22 01:06:33,CAMARA_02_LACTEOS,9.8,4.2,15.0,0.75,8.99,31.9,1.484,13.333,0.148,NORMAL
2025-12-22 01:06:33,CAMARA_03_VERDURAS,9.8,4.0,17.2,0.743,7.97,34.9,1.642,13.085,0.163,NORMAL
2025-12-22 02:06:33,CAMARA_01_CARNES,10.5,-18.4,17.7,0.753,3.33,46.3,5.354,17.845,0.297,NORMAL
2025-12-22 02:06:33,CAMARA_02_LACTEOS,10.5,4.1,15.0,0.745,8.61,32.9,1.539,13.253,0.153,NORMAL
2025-12-22 02:06:33,CAMARA_03_VERDURAS,10.5,4.3,15.0,0.749,8.65,32.8,1.532,13.253,0.153,NORMAL
2025-12-22 03:06:33,CAMARA_01_CARNES,8.9,-18.2,15.0,0.734,3.68,42.0,5.047,18.577,0.268,NORMAL
2025-12-22 03:06:33,CAMARA_02_LACTEOS,8.9,4.1,15.0,0.739,9.31,31.0,1.444,13.435,0.141,NORMAL
2025-12-22 03:06:33,CAMARA_03_VERDURAS,8.9,4.0,15.0,0.731,9.2,31.2,1.46,13.435,0.141,NORMAL
2025-12-22 04:06:33,CAMARA_01_CARNES,8.1,-18.3,15.0,0.728,3.74,41.4,5.006,18.713,0.263,NORMAL
2025-12-22 04:06:33,CAMARA_02_LACTEOS,8.1,4.0,16.7,0.733,8.8,32.3,1.516,13.337,0.147,NORMAL
2025-12-22 04:06:33,CAMARA_03_VERDURAS,8.1,4.4,15.0,0.748,9.85,29.8,1.374,13.526,0.135,NORMAL
2025-12-22 05:06:33,CAMARA_01_CARNES,9.8,-18.1,15.0,0.753,3.68,42.1,5.011,18.423,0.274,NORMAL
2025-12-22 05:06:33,CAMARA_02_LACTEOS,9.8,3.6,15.0,0.755,9.05,31.8,1.473,13.333,0.148,NORMAL
2025-12-22 05:06:33,CAMARA_03_VERDURAS,9.8,3.6,15.0,0.734,8.8,32.3,1.516,13.333,0.148,NORMAL
2025-12-22 06:06:33,CAMARA_01_CARNES,8.6,-18.1,15.0,0.727,3.68,42.1,5.066,18.628,0.266,NORMAL
2025-12-22 06:06:33,CAMARA_02_LACTEOS,8.6,3.8,15.0,0.736,9.43,30.7,1.429,13.469,0.139,NORMAL
2025-12-22 06:06:33,CAMARA_03_VERDURAS,8.6,3.6,15.0,0.759,9.71,30.2,1.387,13.469,0.139,NORMAL
2025-12-22 07:06:33,CAMARA_01_CARNES,11.8,-17.5,15.0,0.76,3.5,44.1,5.164,18.08,0.288,NORMAL
2025-12-22 07:06:33,CAMARA_02_LACTEOS,11.8,4.2,17.8,0.768,7.3,37.4,1.751,12.787,0.182,NORMAL
2025-12-22 07:06:33,CAMARA_03_VERDURAS,11.8,3.9,15.0,0.731,7.91,35.0,1.656,13.104,0.162,NORMAL
2025-12-22 08:06:33,CAMARA_01_CARNES,15.3,-17.9,15.0,0.724,3.02,50.7,5.785,17.476,0.312,NORMAL
2025-12-22 08:06:33,CAMARA_02_LACTEOS,15.3,4.3,16.4,0.738,6.38,41.1,1.966,12.535,0.199,NORMAL
2025-12-22 08:06:33,CAMARA_03_VERDURAS,15.3,4.1,17.1,0.724,6.08,42.4,2.049,12.454,0.204,NORMAL
2025-12-22 09:06:33,CAMARA_01_CARNES,11.8,-17.7,18.0,0.733,3.1,49.5,5.665,17.564,0.308,NORMAL
2025-12-22 09:06:33,CAMARA_02_LACTEOS,11.8,3.6,15.0,0.726,7.85,35.1,1.669,13.104,0.162,NORMAL
2025-12-22 09:06:33,CAMARA_03_VERDURAS,11.8,4.0,15.0,0.746,8.06,34.6,1.625,13.104,0.162,NORMAL
2025-12-22 10:06:33,CAMARA_01_CARNES,12.3,-18.4,15.0,0.749,3.4,45.4,5.294,17.994,0.291,NORMAL
2025-12-22 10:06:33,CAMARA_02_LACTEOS,12.3,3.6,15.0,0.733,7.74,35.6,1.685,13.047,0.166,NORMAL
2025-12-22 10:06:33,CAMARA_03_VERDURAS,12.3,3.6,15.0,0.732,7.72,35.6,1.689,13.047,0.166,NORMAL
2025-12-22 11:06:33,CAMARA_01_CARNES,13.6,-18.0,16.6,0.766,3.2,48.0,5.458,17.489,0.311,NORMAL
2025-12-22 11:06:33,CAMARA_02_LACTEOS,13.6,3.8,15.0,0.734,7.29,37.2,1.77,12.897,0.175,NORMAL
2025-12-22 11:06:33,CAMARA_03_VERDURAS,13.6,4.3,16.3,0.739,6.92,38.7,1.842,12.751,0.185,NORMAL
2025-12-22 12:06:33,CAMARA_01_CARNES,11.8,-17.8,15.0,0.723,3.33,46.4,5.431,18.08,0.288,NORMAL
2025-12-22 12:06:33,CAMARA_02_LACTEOS,11.8,3.7,16.7,0.74,7.36,37.0,1.753,12.904,0.175,NORMAL
2025-12-22 12:06:33,CAMARA_03_VERDURAS,11.8,4.4,17.1,0.765,7.48,36.7,1.719,12.86,0.178,NORMAL
2025-12-22 13:06:33,CAMARA_01_CARNES,16.1,-17.5,17.3,0.744,2.86,53.2,5.933,16.943,0.333,NORMAL
2025-12-22 13:06:33,CAMARA_02_LACTEOS,16.1,3.9,18.7,0.73,5.57,45.2,2.185,12.172,0.222,NORMAL
2025-12-22 13:06:33,CAMARA_03_VERDURAS,16.1,3.9,15.0,0.741,6.58,40.2,1.917,12.608,0.194,NORMAL
2025-12-22 14:06:33,CAMARA_01_CARNES,15.5,-18.1,15.0,0.764,3.17,48.5,5.505,17.441,0.313,NORMAL
2025-12-22 14:06:33,CAMARA_02_LACTEOS,15.5,4.2,15.0,0.766,6.98,38.7,1.815,12.678,0.189,NORMAL
2025-12-22 14:06:33,CAMARA_03_VERDURAS,15.5,4.3,15.0,0.749,6.82,39.2,1.858,12.678,0.189,NORMAL
2025-12-22 15:06:33,CAMARA_01_CARNES,14.3,-18.5,15.0,0.744,3.19,48.2,5.527,17.649,0.305,NORMAL
2025-12-22 15:06:33,CAMARA_02_LACTEOS,14.3,3.9,15.0,0.72,6.92,38.5,1.851,12.817,0.181,NORMAL
2025-12-22 15:06:33,CAMARA_03_VERDURAS,14.3,3.8,15.0,0.766,7.36,37.2,1.74,12.817,0.181,NORMAL
2025-12-22 16:06:33,CAMARA_01_CARNES,13.3,-17.6,15.0,0.767,3.38,45.6,5.27,17.822,0.298,NORMAL
2025-12-22 16:06:33,CAMARA_02_LACTEOS,13.3,4.2,15.0,0.766,7.71,35.9,1.678,12.932,0.173,NORMAL
2025-12-22 16:06:33,CAMARA_03_VERDURAS,13.3,3.6,15.0,0.729,7.34,37.0,1.763,12.932,0.173,NORMAL
2025-12-22 17:06:33,CAMARA_01_CARNES,15.6,-17.5,15.0,0.758,3.14,48.9,5.555,17.424,0.314,NORMAL
2025-12-22 17:06:33,CAMARA_02_LACTEOS,15.6,3.8,15.0,0.739,6.71,39.6,1.889,12.666,0.19,NORMAL
2025-12-22 17:06:33,CAMARA_03_VERDURAS,15.6,4.1,15.0,0.756,6.86,39.1,1.846,12.666,0.19,NORMAL
2025-12-22 18:06:33,CAMARA_01_CARNES,14.0,-18.5,16.3,0.767,3.2,48.1,5.463,17.467,0.312,NORMAL
2025-12-22 18:06:33,CAMARA_02_LACTEOS,14.0,3.8,15.0,0.758,7.39,37.0,1.74,12.851,0.178,NORMAL
2025-12-22 18:06:33,CAMARA_03_VERDURAS,14.0,4.2,15.0,0.766,7.46,36.8,1.722,12.851,0.178,NORMAL
2025-12-22 19:06:33,CAMARA_01_CARNES,13.3,-17.8,16.3,0.741,3.16,48.7,5.578,17.604,0.307,NORMAL
2025-12-22 19:06:33,CAMARA_02_LACTEOS,13.3,4.5,15.0,0.751,7.55,36.3,1.712,12.932,0.173,NORMAL
2025-12-22 19:06:33,CAMARA_03_VERDURAS,13.3,3.8,15.0,0.73,7.35,36.9,1.76,12.932,0.173,NORMAL
2025-12-22 20:06:33,CAMARA_01_CARNES,12.8,-17.8,15.0,0.725,3.24,47.6,5.525,17.908,0.295,NORMAL
2025-12-22 20:06:33,CAMARA_02_LACTEOS,12.8,3.7,15.0,0.744,7.66,35.9,1.695,12.989,0.17,NORMAL
2025-12-22 20:06:33,CAMARA_03_VERDURAS,12.8,4.5,19.9,0.752,6.24,41.8,1.991,12.42,0.206,NORMAL
2025-12-22 21:06:33,CAMARA_01_CARNES,14.3,-18.2,15.0,0.724,3.11,49.5,5.681,17.649,0.305,NORMAL
2025-12-22 21:06:33,CAMARA_02_LACTEOS,14.3,4.0,16.2,0.727,6.63,39.8,1.912,12.682,0.189,NORMAL
2025-12-22 21:06:33,CAMARA_03_VERDURAS,14.3,4.3,17.8,0.738,6.28,41.5,1.989,12.493,0.201,NORMAL
2025-12-22 22:06:33,CAMARA_01_CARNES,14.2,-18.1,15.0,0.764,3.29,46.9,5.376,17.666,0.304,NORMAL
2025-12-22 22:06:33,CAMARA_02_LACTEOS,14.2,4.3,15.0,0.736,7.11,37.9,1.805,12.828,0.18,NORMAL
2025-12-22 22:06:33,CAMARA_03_VERDURAS,14.2,4.1,15.0,0.737,7.11,37.9,1.804,12.828,0.18,NORMAL
2025-12-22 23:06:33,CAMARA_01_CARNES,9.4,-18.1,15.0,0.758,3.74,41.3,4.94,18.492,0.272,NORMAL
2025-12-22 23:06:33,CAMARA_02_LACTEOS,9.4,3.9,15.0,0.726,8.89,32.0,1.505,13.378,0.145,NORMAL
2025-12-22 23:06:33,CAMARA_03_VERDURAS,9.4,4.5,15.0,0.764,9.36,31.1,1.429,13.378,0.145,NORMAL
2025-12-23 00:06:33,CAMARA_01_CARNES,9.7,-18.4,15.0,0.75,3.67,42.1,5.025,18.44,0.274,NORMAL
2025-12-23 00:06:33,CAMARA_02_LACTEOS,9.7,4.1,15.0,0.726,8.75,32.4,1.525,13.344,0.147,NORMAL
2025-12-23 00:06:33,CAMARA_03_VERDURAS,9.7,3.9,15.0,0.756,9.11,31.6,1.465,13.344,0.147,NORMAL
2025-12-23 01:06:33,CAMARA_01_CARNES,9.5,-18.0,15.0,0.755,3.72,41.6,4.967,18.475,0.272,NORMAL
2025-12-23 01:06:33,CAMARA_02_LACTEOS,9.5,3.6,15.0,0.74,9.02,31.8,1.483,13.367,0.145,NORMAL
2025-12-23 01:06:33,CAMARA_03_VERDURAS,9.5,4.4,15.0,0.721,8.78,32.3,1.522,13.367,0.145,NORMAL
2025-12-23 02:06:33,CAMARA_01_CARNES,10.5,-18.0,15.0,0.752,3.59,43.0,5.093,18.303,0.279,NORMAL
2025-12-23 02:06:33,CAMARA_02_LACTEOS,10.5,4.0,15.0,0.737,8.52,33.1,1.556,13.253,0.153,NORMAL
2025-12-23 02:06:33,CAMARA_03_VERDURAS,10.5,3.5,15.0,0.762,8.8,32.5,1.506,13.253,0.153,NORMAL
2025-12-23 03:06:33,CAMARA_01_CARNES,8.6,-17.8,15.0,0.744,3.76,41.1,4.951,18.628,0.266,NORMAL
2025-12-23 03:06:33,CAMARA_02_LACTEOS,8.6,4.4,15.0,0.73,9.34,30.9,1.442,13.469,0.139,NORMAL
2025-12-23 03:06:33,CAMARA_03_VERDURAS,8.6,4.2,15.0,0.733,9.38,30.8,1.436,13.469,0.139,NORMAL
2025-12-23 04:06:33,CAMARA_01_CARNES,9.7,-17.8,15.0,0.73,3.58,43.3,5.158,18.44,0.274,NORMAL
2025-12-23 04:06:33,CAMARA_02_LACTEOS,9.7,4.4,16.2,0.744,8.43,33.4,1.567,13.212,0.155,NORMAL
2025-12-23 04:06:33,CAMARA_03_VERDURAS,9.7,4.3,15.0,0.745,8.98,31.9,1.486,13.344,0.147,NORMAL
2025-12-23 05:06:33,CAMARA_01_CARNES,9.3,-17.6,15.0,0.767,3.8,40.7,4.869,18.509,0.271,NORMAL
2025-12-23 05:06:33,CAMARA_02_LACTEOS,9.3,4.0,15.0,0.721,8.87,32.0,1.509,13.39,0.144,NORMAL
2025-12-23 05:06:33,CAMARA_03_VERDURAS,9.3,3.5,15.0,0.743,9.15,31.5,1.464,13.39,0.144,NORMAL
2025-12-23 06:06:33,CAMARA_01_CARNES,12.2,-18.0,15.0,0.729,3.32,46.5,5.428,18.012,0.291,NORMAL
2025-12-23 06:06:33,CAMARA_02_LACTEOS,12.2,4.2,15.0,0.74,7.85,35.2,1.664,13.058,0.165,NORMAL
2025-12-23 06:06:33,CAMARA_03_VERDURAS,12.2,3.8,15.0,0.747,7.92,35.1,1.648,13.058,0.165,NORMAL
2025-12-23 07:06:33,CAMARA_01_CARNES,13.1,-17.5,15.0,0.727,3.23,47.8,5.534,17.857,0.297,NORMAL
2025-12-23 07:06:33,CAMARA_02_LACTEOS,13.1,4.5,15.0,0.731,7.43,36.6,1.744,12.955,0.172,NORMAL
2025-12-23 07:06:33,CAMARA_03_VERDURAS,13.1,4.3,15.0,0.748,7.6,36.2,1.704,12.955,0.172,NORMAL
2025-12-23 08:06:33,CAMARA_01_CARNES,11.8,-17.6,15.0,0.733,3.37,45.8,5.357,18.08,0.288,NORMAL
2025-12-23 08:06:33,CAMARA_02_LACTEOS,11.8,4.0,15.0,0.757,8.19,34.3,1.6,13.104,0.162,NORMAL
2025-12-23 08:06:33,CAMARA_03_VERDURAS,11.8,4.0,16.1,0.722,7.39,36.7,1.756,12.973,0.171,NORMAL
2025-12-23 09:06:33,CAMARA_01_CARNES,9.8,-18.0,16.1,0.759,3.58,43.2,5.088,18.231,0.282,NORMAL
2025-12-23 09:06:33,CAMARA_02_LACTEOS,9.8,4.2,15.0,0.736,8.82,32.3,1.511,13.333,0.148,NORMAL
2025-12-23 09:06:33,CAMARA_03_VERDURAS,9.8,3.9,16.3,0.726,8.12,34.2,1.623,13.183,0.157,NORMAL
2025-12-23 10:06:33,CAMARA_01_CARNES,13.8,-17.6,15.0,0.732,3.18,48.3,5.57,17.736,0.301,NORMAL
2025-12-23 10:06:33,CAMARA_02_LACTEOS,13.8,4.0,16.1,0.755,7.07,38.2,1.803,12.752,0.185,NORMAL
2025-12-23 10:06:33,CAMARA_03_VERDURAS,13.8,4.0,15.0,0.755,7.43,36.8,1.733,12.874,0.177,NORMAL
2025-12-23 11:06:33,CAMARA_01_CARNES,13.7,-17.8,16.8,0.72,2.99,51.3,5.839,17.438,0.313,NORMAL
2025-12-23 11:06:33,CAMARA_02_LACTEOS,13.7,3.8,15.0,0.758,7.48,36.7,1.722,12.886,0.176,NORMAL
2025-12-23 11:06:33,CAMARA_03_VERDURAS,13.7,4.4,15.0,0.731,7.22,37.4,1.784,12.886,0.176,NORMAL
2025-12-23 12:06:33,CAMARA_01_CARNES,13.3,-18.0,15.0,0.758,3.34,46.1,5.328,17.822,0.298,NORMAL
2025-12-23 12:06:33,CAMARA_02_LACTEOS,13.3,4.4,15.0,0.725,7.3,37.1,1.772,12.932,0.173,NORMAL
2025-12-23 12:06:33,CAMARA_03_VERDURAS,13.3,4.3,15.0,0.723,7.27,37.2,1.778,12.932,0.173,NORMAL
2025-12-23 13:06:33,CAMARA_01_CARNES,17.0,-18.1,15.0,0.739,2.94,51.8,5.834,17.18,0.323,NORMAL
2025-12-23 13:06:33,CAMARA_02_LACTEOS,17.0,4.2,15.0,0.737,6.3,41.4,1.984,12.504,0.201,NORMAL
2025-12-23 13:06:33,CAMARA_03_VERDURAS,17.0,3.7,15.0,0.763,6.52,40.6,1.918,12.504,0.201,NORMAL
2025-12-23 14:06:33,CAMARA_01_CARNES,16.5,-18.1,16.4,0.769,2.99,51.1,5.695,17.019,0.33,NORMAL
2025-12-23 14:06:33,CAMARA_02_LACTEOS,16.5,4.4,15.0,0.763,6.66,40.0,1.887,12.562,0.197,NORMAL
2025-12-23 14:06:33,CAMARA_03_VERDURAS,16.5,4.2,15.0,0.721,6.29,41.3,1.997,12.562,0.197,NORMAL
2025-12-23 15:06:33,CAMARA_01_CARNES,14.6,-17.9,15.0,0.727,3.09,49.7,5.693,17.597,0.307,NORMAL
2025-12-23 15:06:33,CAMARA_02_LACTEOS,14.6,3.5,17.4,0.754,6.44,40.9,1.942,12.5,0.201,NORMAL
2025-12-23 15:06:33,CAMARA_03_VERDURAS,14.6,3.7,15.0,0.739,7.01,38.3,1.824,12.782,0.183,NORMAL
2025-12-23 16:06:33,CAMARA_01_CARNES,14.9,-17.6,15.0,0.739,3.12,49.2,5.626,17.545,0.309,NORMAL
2025-12-23 16:06:33,CAMARA_02_LACTEOS,14.9,3.7,16.6,0.721,6.3,41.3,1.995,12.561,0.197,NORMAL
2025-12-23 16:06:33,CAMARA_03_VERDURAS,14.9,3.6,15.0,0.743,6.95,38.6,1.834,12.747,0.185,NORMAL
2025-12-23 17:06:33,CAMARA_01_CARNES,12.7,-17.9,15.0,0.745,3.34,46.2,5.365,17.926,0.294,NORMAL
2025-12-23 17:06:33,CAMARA_02_LACTEOS,12.7,3.8,15.0,0.747,7.74,35.7,1.68,13.001,0.169,NORMAL
2025-12-23 17:06:33,CAMARA_03_VERDURAS,12.7,4.1,21.0,0.738,5.88,43.5,2.092,12.304,0.213,ADVERTENCIA
2025-12-23 18:06:33,CAMARA_01_CARNES,14.9,-18.3,15.0,0.738,3.11,49.3,5.634,17.545,0.309,NORMAL
2025-12-23 18:06:33,CAMARA_02_LACTEOS,14.9,3.9,15.0,0.741,6.93,38.7,1.839,12.747,0.185,NORMAL
2025-12-23 18:06:33,CAMARA_03_VERDURAS,14.9,3.9,15.0,0.767,7.18,37.9,1.776,12.747,0.185,NORMAL
2025-12-23 19:06:33,CAMARA_01_CARNES,14.0,-17.7,15.0,0.757,3.28,47.0,5.403,17.701,0.303,NORMAL
2025-12-23 19:06:33,CAMARA_02_LACTEOS,14.0,4.1,19.9,0.734,5.81,43.9,2.114,12.284,0.215,NORMAL
2025-12-23 19:06:33,CAMARA_03_VERDURAS,14.0,3.9,15.0,0.753,7.34,37.2,1.752,12.851,0.178,NORMAL
2025-12-23 20:06:33,CAMARA_01_CARNES,11.8,-18.2,15.0,0.769,3.54,43.7,5.107,18.08,0.288,NORMAL
2025-12-23 20:06:33,CAMARA_02_LACTEOS,11.8,3.9,16.3,0.728,7.4,36.7,1.75,12.957,0.172,NORMAL
2025-12-23 20:06:33,CAMARA_03_VERDURAS,11.8,3.6,15.0,0.722,7.81,35.2,1.679,13.104,0.162,NORMAL
2025-12-23 21:06:33,CAMARA_01_CARNES,10.4,-17.7,15.0,0.76,3.64,42.5,5.031,18.321,0.278,NORMAL
2025-12-23 21:06:33,CAMARA_02_LACTEOS,10.4,4.2,15.0,0.724,8.4,33.4,1.578,13.264,0.152,NORMAL
2025-12-23 21:06:33,CAMARA_03_VERDURAS,10.4,3.7,15.0,0.758,8.8,32.5,1.507,13.264,0.152,NORMAL
2025-12-23 22:06:33,CAMARA_01_CARNES,10.8,-17.7,15.0,0.736,3.49,44.4,5.236,18.252,0.281,NORMAL
2025-12-23 22:06:33,CAMARA_02_LACTEOS,10.8,3.5,15.0,0.757,8.61,33.0,1.535,13.219,0.155,NORMAL
2025-12-23 22:06:33,CAMARA_03_VERDURAS,10.8,3.7,15.0,0.729,8.3,33.7,1.593,13.219,0.155,NORMAL
2025-12-23 23:06:33,CAMARA_01_CARNES,12.5,-18.3,15.0,0.722,3.26,47.3,5.512,17.96,0.293,NORMAL
2025-12-23 23:06:33,CAMARA_02_LACTEOS,12.5,4.2,17.2,0.761,7.17,37.9,1.781,12.766,0.184,NORMAL
2025-12-23 23:06:33,CAMARA_03_VERDURAS,12.5,4.1,15.0,0.765,8.0,34.9,1.628,13.024,0.167,NORMAL
2025-12-24 00:06:33,CAMARA_01_CARNES,10.7,-18.2,15.0,0.747,3.55,43.6,5.148,18.269,0.28,NORMAL
2025-12-24 00:06:33,CAMARA_02_LACTEOS,10.7,3.6,15.0,0.763,8.73,32.7,1.516,13.23,0.154,NORMAL
2025-12-24 00:06:33,CAMARA_03_VERDURAS,10.7,3.7,15.0,0.736,8.42,33.4,1.571,13.23,0.154,NORMAL
2025-12-24 01:06:33,CAMARA_01_CARNES,10.4,-18.1,15.0,0.762,3.65,42.3,5.014,18.321,0.278,NORMAL
2025-12-24 01:06:33,CAMARA_02_LACTEOS,10.4,3.6,15.0,0.745,8.65,32.8,1.533,13.264,0.152,NORMAL
2025-12-24 01:06:33,CAMARA_03_VERDURAS,10.4,4.1,15.0,0.762,8.84,32.4,1.5,13.264,0.152,NORMAL
2025-12-24 02:06:33,CAMARA_01_CARNES,8.5,-17.8,15.0,0.739,3.75,41.3,4.976,18.645,0.266,NORMAL
2025-12-24 02:06:33,CAMARA_02_LACTEOS,8.5,3.9,15.0,0.739,9.51,30.5,1.417,13.481,0.138,NORMAL
2025-12-24 02:06:33,CAMARA_03_VERDURAS,8.5,4.0,15.0,0.721,9.28,31.0,1.453,13.481,0.138,NORMAL
2025-12-24 03:06:33,CAMARA_01_CARNES,9.1,-18.3,15.0,0.769,3.83,40.3,4.84,18.543,0.27,NORMAL
2025-12-24 03:06:33,CAMARA_02_LACTEOS,9.1,4.3,15.0,0.766,9.53,30.7,1.407,13.412,0.143,NORMAL
2025-12-24 03:06:33,CAMARA_03_VERDURAS,9.1,4.4,15.0,0.751,9.34,31.0,1.435,13.412,0.143,NORMAL
2025-12-24 04:06:33,CAMARA_01_CARNES,9.9,-18.1,16.2,0.746,3.51,44.1,5.192,18.204,0.283,NORMAL
2025-12-24 04:06:33,CAMARA_02_LACTEOS,9.9,3.9,15.0,0.736,8.77,32.4,1.518,13.321,0.148,NORMAL
2025-12-24 04:06:33,CAMARA_03_VERDURAS,9.9,4.1,15.0,0.75,8.94,32.0,1.49,13.321,0.148,NORMAL
2025-12-24 05:06:33,CAMARA_01_CARNES,13.9,-18.2,17.1,0.76,3.11,49.3,5.576,17.357,0.316,NORMAL
